# List of crossterms parameters to be used in the Crossterms excluded-volume HRG model
# Only particle pairs with a non-zero eigenvolume parameter are listed here
#         pdg_i          pdg_j   b_{ij}[fm^3]
         -12114         -22122              1
         -12114         -21112              1
         -12114         -21212              1
         -12114         -22222              1
         -12114         -13216              1
         -12114         -13226              1
         -12114         -13116              1
         -12114         -22114              1
         -12114         -22214              1
         -12114         -21114              1
         -12114         -22224              1
         -12114         -12226              1
         -12114         -11116              1
         -12114         -11216              1
         -12114         -12126              1
         -12114         -23214              1
         -12114         -23224              1
         -12114         -23114              1
         -12114          -2218              1
         -12114          -1118              1
         -12114          -2228              1
         -12114          -2118              1
         -12114         -33314              1
         -12114         -33324              1
         -12114          -3316              1
         -12114          -3326              1
         -12114          -3118              1
         -12114          -3218              1
         -12114          -3228              1
         -12114    -1010000020        1.44275
         -12114          -3128              1
         -12114         -23126              1
         -12114          -1218              1
         -12114          -2128              1
         -12114            -92              1
         -12114            -91              1
         -12114    -1020000020        1.44275
         -12114         -33214              1
         -12114         -33114              1
         -12114            -94              1
         -12114         -33224              1
         -12114            -93              1
         -12114         -13334              1
         -12114    -1010010020        1.44275
         -12114           -911              1
         -12114            -99              1
         -12114           -910              1
         -12114            -98              1
         -12114            -97              1
         -12114            -95              1
         -12114            -96              1
         -12114    -1000020030        1.82088
         -12114    -1000010030        1.82088
         -12114    -1010010030        1.82088
         -12114    -1000020040        2.16522
         -12114    -1010020040        2.16522
         -12114    -1010010040        2.16522
         -12114    -1010020050        2.48775
          11114           2212              1
          11114           2112              1
          11114           3122              1
          11114           3222              1
          11114           3212              1
          11114           3112              1
          11114           2224              1
          11114           1114              1
          11114           2214              1
          11114           2114              1
          11114           3322              1
          11114           3312              1
          11114           3224              1
          11114           3214              1
          11114           3114              1
          11114          13122              1
          11114          12212              1
          11114          12112              1
          11114           3124              1
          11114           2124              1
          11114           1214              1
          11114           3324              1
          11114          22112              1
          11114          22212              1
          11114           3314              1
          11114          32224              1
          11114          32214              1
          11114          32114              1
          11114          31114              1
          11114          23122              1
          11114           2122              1
          11114           2222              1
          11114           1112              1
          11114           1212              1
          11114          32112              1
          11114          32212              1
          11114          13212              1
          11114          13222              1
          11114          13112              1
          11114          13114              1
          11114          13224              1
          11114          13214              1
          11114          33122              1
          11114           3334              1
          11114           2116              1
          11114           2216              1
          11114          12116              1
          11114          12216              1
          11114          23324              1
          11114          13124              1
          11114          23314              1
          11114          12214              1
          11114          22124              1
          11114          12224              1
          11114          21214              1
          11114          12114              1
          11114          11114              1
          11114          42212              1
          11114          42112              1
          11114          32124              1
          11114          31214              1
          11114          23212              1
          11114          23112              1
          11114          23222              1
          11114           3116              1
          11114           3216              1
          11114           3226              1
          11114          43122              1
          11114          53122              1
          11114           3126              1
          11114          13324              1
          11114          13314              1
          11114          13126              1
          11114        2211875              1
          11114        2111875              1
          11114     1000010020        1.44275
          11114          23124              1
          11114        2111900              1
          11114        2211900              1
          11114           1116              1
          11114           2126              1
          11114           2226              1
          11114           1216              1
          11114          22222              1
          11114          21112              1
          11114          22122              1
          11114          21212              1
          11114          13216              1
          11114          13226              1
          11114          13116              1
          11114          22224              1
          11114          22114              1
          11114          22214              1
          11114          21114              1
          11114          11116              1
          11114          12226              1
          11114          11216              1
          11114          12126              1
          11114          23114              1
          11114          23224              1
          11114          23214              1
          11114           1118              1
          11114           2228              1
          11114           2118              1
          11114          33314              1
          11114          33324              1
          11114           2218              1
          11114           3326              1
          11114           3316              1
          11114           3118              1
          11114           3218              1
          11114           3228              1
          11114     1010000020        1.44275
          11114           3128              1
          11114          23126              1
          11114           1218              1
          11114           2128              1
          11114             91              1
          11114             92              1
          11114     1020000020        1.44275
          11114          33114              1
          11114          33214              1
          11114          33224              1
          11114             93              1
          11114             94              1
          11114          13334              1
          11114     1010010020        1.44275
          11114            911              1
          11114             99              1
          11114            910              1
          11114             97              1
          11114             98              1
          11114             95              1
          11114             96              1
          11114     1000020030        1.82088
          11114     1000010030        1.82088
          11114     1010010030        1.82088
          11114     1000020040        2.16522
          11114     1010020040        2.16522
          11114     1010010040        2.16522
          11114     1010020050        2.48775
         -42212          -2212              1
         -42212          -2112              1
         -42212          -3122              1
         -42212          -3222              1
         -42212          -3212              1
         -42212          -3112              1
         -42212          -2224              1
         -42212          -1114              1
         -42212          -2214              1
         -42212          -2114              1
         -42212          -3322              1
         -42212          -3312              1
         -42212          -3224              1
         -42212          -3214              1
         -42212          -3114              1
         -42212         -13122              1
         -42212         -12212              1
         -42212         -12112              1
         -42212          -3124              1
         -42212          -2124              1
         -42212          -1214              1
         -42212          -3324              1
         -42212         -22112              1
         -42212         -22212              1
         -42212          -3314              1
         -42212         -31114              1
         -42212         -32224              1
         -42212         -32214              1
         -42212         -32114              1
         -42212         -23122              1
         -42212          -2122              1
         -42212          -2222              1
         -42212          -1112              1
         -42212          -1212              1
         -42212         -32112              1
         -42212         -32212              1
         -42212         -13212              1
         -42212         -13112              1
         -42212         -13222              1
         -42212         -13214              1
         -42212         -13224              1
         -42212         -33122              1
         -42212         -13114              1
         -42212          -3334              1
         -42212          -2216              1
         -42212          -2116              1
         -42212         -12116              1
         -42212         -12216              1
         -42212         -23314              1
         -42212         -23324              1
         -42212         -13124              1
         -42212         -11114              1
         -42212         -12214              1
         -42212         -22124              1
         -42212         -12224              1
         -42212         -21214              1
         -42212         -12114              1
         -42212         -42212              1
         -42212         -42112              1
         -42212         -31214              1
         -42212         -32124              1
         -42212         -23222              1
         -42212         -23212              1
         -42212         -23112              1
         -42212          -3216              1
         -42212          -3116              1
         -42212          -3226              1
         -42212         -43122              1
         -42212         -53122              1
         -42212          -3126              1
         -42212         -13324              1
         -42212         -13314              1
         -42212         -13126              1
         -42212       -2111875              1
         -42212       -2211875              1
         -42212    -1000010020        1.44275
         -42212         -23124              1
         -42212       -2211900              1
         -42212       -2111900              1
         -42212          -1116              1
         -42212          -2126              1
         -42212          -2226              1
         -42212          -1216              1
         -42212         -22122              1
         -42212         -21112              1
         -42212         -21212              1
         -42212         -22222              1
         -42212         -13216              1
         -42212         -13226              1
         -42212         -13116              1
         -42212         -22114              1
         -42212         -22214              1
         -42212         -21114              1
         -42212         -22224              1
         -42212         -12226              1
         -42212         -11116              1
         -42212         -11216              1
         -42212         -12126              1
         -42212         -23214              1
         -42212         -23224              1
         -42212         -23114              1
         -42212          -2218              1
         -42212          -1118              1
         -42212          -2228              1
         -42212          -2118              1
         -42212         -33314              1
         -42212         -33324              1
         -42212          -3316              1
         -42212          -3326              1
         -42212          -3118              1
         -42212          -3218              1
         -42212          -3228              1
         -42212    -1010000020        1.44275
         -42212          -3128              1
         -42212         -23126              1
         -42212          -1218              1
         -42212          -2128              1
         -42212            -92              1
         -42212            -91              1
         -42212    -1020000020        1.44275
         -42212         -33214              1
         -42212         -33114              1
         -42212            -94              1
         -42212         -33224              1
         -42212            -93              1
         -42212         -13334              1
         -42212    -1010010020        1.44275
         -42212           -911              1
         -42212            -99              1
         -42212           -910              1
         -42212            -98              1
         -42212            -97              1
         -42212            -95              1
         -42212            -96              1
         -42212    -1000020030        1.82088
         -42212    -1000010030        1.82088
         -42212    -1010010030        1.82088
         -42212    -1000020040        2.16522
         -42212    -1010020040        2.16522
         -42212    -1010010040        2.16522
         -42212    -1010020050        2.48775
          42212           2212              1
          42212           2112              1
          42212           3122              1
          42212           3222              1
          42212           3212              1
          42212           3112              1
          42212           2224              1
          42212           1114              1
          42212           2214              1
          42212           2114              1
          42212           3322              1
          42212           3312              1
          42212           3224              1
          42212           3214              1
          42212           3114              1
          42212          13122              1
          42212          12212              1
          42212          12112              1
          42212           3124              1
          42212           2124              1
          42212           1214              1
          42212           3324              1
          42212          22112              1
          42212          22212              1
          42212           3314              1
          42212          32224              1
          42212          32214              1
          42212          32114              1
          42212          31114              1
          42212          23122              1
          42212           2122              1
          42212           2222              1
          42212           1112              1
          42212           1212              1
          42212          32112              1
          42212          32212              1
          42212          13212              1
          42212          13222              1
          42212          13112              1
          42212          13114              1
          42212          13224              1
          42212          13214              1
          42212          33122              1
          42212           3334              1
          42212           2116              1
          42212           2216              1
          42212          12116              1
          42212          12216              1
          42212          23324              1
          42212          13124              1
          42212          23314              1
          42212          12214              1
          42212          22124              1
          42212          12224              1
          42212          21214              1
          42212          12114              1
          42212          11114              1
          42212          42212              1
          42212          42112              1
          42212          32124              1
          42212          31214              1
          42212          23212              1
          42212          23112              1
          42212          23222              1
          42212           3116              1
          42212           3216              1
          42212           3226              1
          42212          43122              1
          42212          53122              1
          42212           3126              1
          42212          13324              1
          42212          13314              1
          42212          13126              1
          42212        2211875              1
          42212        2111875              1
          42212     1000010020        1.44275
          42212          23124              1
          42212        2111900              1
          42212        2211900              1
          42212           1116              1
          42212           2126              1
          42212           2226              1
          42212           1216              1
          42212          22222              1
          42212          21112              1
          42212          22122              1
          42212          21212              1
          42212          13216              1
          42212          13226              1
          42212          13116              1
          42212          22224              1
          42212          22114              1
          42212          22214              1
          42212          21114              1
          42212          11116              1
          42212          12226              1
          42212          11216              1
          42212          12126              1
          42212          23114              1
          42212          23224              1
          42212          23214              1
          42212           1118              1
          42212           2228              1
          42212           2118              1
          42212          33314              1
          42212          33324              1
          42212           2218              1
          42212           3326              1
          42212           3316              1
          42212           3118              1
          42212           3218              1
          42212           3228              1
          42212     1010000020        1.44275
          42212           3128              1
          42212          23126              1
          42212           1218              1
          42212           2128              1
          42212             91              1
          42212             92              1
          42212     1020000020        1.44275
          42212          33114              1
          42212          33214              1
          42212          33224              1
          42212             93              1
          42212             94              1
          42212          13334              1
          42212     1010010020        1.44275
          42212            911              1
          42212             99              1
          42212            910              1
          42212             97              1
          42212             98              1
          42212             95              1
          42212             96              1
          42212     1000020030        1.82088
          42212     1000010030        1.82088
          42212     1010010030        1.82088
          42212     1000020040        2.16522
          42212     1010020040        2.16522
          42212     1010010040        2.16522
          42212     1010020050        2.48775
         -42112          -2212              1
         -42112          -2112              1
         -42112          -3122              1
         -42112          -3222              1
         -42112          -3212              1
         -42112          -3112              1
         -42112          -2224              1
         -42112          -1114              1
         -42112          -2214              1
         -42112          -2114              1
         -42112          -3322              1
         -42112          -3312              1
         -42112          -3224              1
         -42112          -3214              1
         -42112          -3114              1
         -42112         -13122              1
         -42112         -12212              1
         -42112         -12112              1
         -42112          -3124              1
         -42112          -2124              1
         -42112          -1214              1
         -42112          -3324              1
         -42112         -22112              1
         -42112         -22212              1
         -42112          -3314              1
         -42112         -31114              1
         -42112         -32224              1
         -42112         -32214              1
         -42112         -32114              1
         -42112         -23122              1
         -42112          -2122              1
         -42112          -2222              1
         -42112          -1112              1
         -42112          -1212              1
         -42112         -32112              1
         -42112         -32212              1
         -42112         -13212              1
         -42112         -13112              1
         -42112         -13222              1
         -42112         -13214              1
         -42112         -13224              1
         -42112         -33122              1
         -42112         -13114              1
         -42112          -3334              1
         -42112          -2216              1
         -42112          -2116              1
         -42112         -12116              1
         -42112         -12216              1
         -42112         -23314              1
         -42112         -23324              1
         -42112         -13124              1
         -42112         -11114              1
         -42112         -12214              1
         -42112         -22124              1
         -42112         -12224              1
         -42112         -21214              1
         -42112         -12114              1
         -42112         -42212              1
         -42112         -42112              1
         -42112         -31214              1
         -42112         -32124              1
         -42112         -23222              1
         -42112         -23212              1
         -42112         -23112              1
         -42112          -3216              1
         -42112          -3116              1
         -42112          -3226              1
         -42112         -43122              1
         -42112         -53122              1
         -42112          -3126              1
         -42112         -13324              1
         -42112         -13314              1
         -42112         -13126              1
         -42112       -2111875              1
         -42112       -2211875              1
         -42112    -1000010020        1.44275
         -42112         -23124              1
         -42112       -2211900              1
         -42112       -2111900              1
         -42112          -1116              1
         -42112          -2126              1
         -42112          -2226              1
         -42112          -1216              1
         -42112         -22122              1
         -42112         -21112              1
         -42112         -21212              1
         -42112         -22222              1
         -42112         -13216              1
         -42112         -13226              1
         -42112         -13116              1
         -42112         -22114              1
         -42112         -22214              1
         -42112         -21114              1
         -42112         -22224              1
         -42112         -12226              1
         -42112         -11116              1
         -42112         -11216              1
         -42112         -12126              1
         -42112         -23214              1
         -42112         -23224              1
         -42112         -23114              1
         -42112          -2218              1
         -42112          -1118              1
         -42112          -2228              1
         -42112          -2118              1
         -42112         -33314              1
         -42112         -33324              1
         -42112          -3316              1
         -42112          -3326              1
         -42112          -3118              1
         -42112          -3218              1
         -42112          -3228              1
         -42112    -1010000020        1.44275
         -42112          -3128              1
         -42112         -23126              1
         -42112          -1218              1
         -42112          -2128              1
         -42112            -92              1
         -42112            -91              1
         -42112    -1020000020        1.44275
         -42112         -33214              1
         -42112         -33114              1
         -42112            -94              1
         -42112         -33224              1
         -42112            -93              1
         -42112         -13334              1
         -42112    -1010010020        1.44275
         -42112           -911              1
         -42112            -99              1
         -42112           -910              1
         -42112            -98              1
         -42112            -97              1
         -42112            -95              1
         -42112            -96              1
         -42112    -1000020030        1.82088
         -42112    -1000010030        1.82088
         -42112    -1010010030        1.82088
         -42112    -1000020040        2.16522
         -42112    -1010020040        2.16522
         -42112    -1010010040        2.16522
         -42112    -1010020050        2.48775
          42112           2212              1
          42112           2112              1
          42112           3122              1
          42112           3222              1
          42112           3212              1
          42112           3112              1
          42112           2224              1
          42112           1114              1
          42112           2214              1
          42112           2114              1
          42112           3322              1
          42112           3312              1
          42112           3224              1
          42112           3214              1
          42112           3114              1
          42112          13122              1
          42112          12212              1
          42112          12112              1
          42112           3124              1
          42112           2124              1
          42112           1214              1
          42112           3324              1
          42112          22112              1
          42112          22212              1
          42112           3314              1
          42112          32224              1
          42112          32214              1
          42112          32114              1
          42112          31114              1
          42112          23122              1
          42112           2122              1
          42112           2222              1
          42112           1112              1
          42112           1212              1
          42112          32112              1
          42112          32212              1
          42112          13212              1
          42112          13222              1
          42112          13112              1
          42112          13114              1
          42112          13224              1
          42112          13214              1
          42112          33122              1
          42112           3334              1
          42112           2116              1
          42112           2216              1
          42112          12116              1
          42112          12216              1
          42112          23324              1
          42112          13124              1
          42112          23314              1
          42112          12214              1
          42112          22124              1
          42112          12224              1
          42112          21214              1
          42112          12114              1
          42112          11114              1
          42112          42212              1
          42112          42112              1
          42112          32124              1
          42112          31214              1
          42112          23212              1
          42112          23112              1
          42112          23222              1
          42112           3116              1
          42112           3216              1
          42112           3226              1
          42112          43122              1
          42112          53122              1
          42112           3126              1
          42112          13324              1
          42112          13314              1
          42112          13126              1
          42112        2211875              1
          42112        2111875              1
          42112     1000010020        1.44275
          42112          23124              1
          42112        2111900              1
          42112        2211900              1
          42112           1116              1
          42112           2126              1
          42112           2226              1
          42112           1216              1
          42112          22222              1
          42112          21112              1
          42112          22122              1
          42112          21212              1
          42112          13216              1
          42112          13226              1
          42112          13116              1
          42112          22224              1
          42112          22114              1
          42112          22214              1
          42112          21114              1
          42112          11116              1
          42112          12226              1
          42112          11216              1
          42112          12126              1
          42112          23114              1
          42112          23224              1
          42112          23214              1
          42112           1118              1
          42112           2228              1
          42112           2118              1
          42112          33314              1
          42112          33324              1
          42112           2218              1
          42112           3326              1
          42112           3316              1
          42112           3118              1
          42112           3218              1
          42112           3228              1
          42112     1010000020        1.44275
          42112           3128              1
          42112          23126              1
          42112           1218              1
          42112           2128              1
          42112             91              1
          42112             92              1
          42112     1020000020        1.44275
          42112          33114              1
          42112          33214              1
          42112          33224              1
          42112             93              1
          42112             94              1
          42112          13334              1
          42112     1010010020        1.44275
          42112            911              1
          42112             99              1
          42112            910              1
          42112             97              1
          42112             98              1
          42112             95              1
          42112             96              1
          42112     1000020030        1.82088
          42112     1000010030        1.82088
          42112     1010010030        1.82088
          42112     1000020040        2.16522
          42112     1010020040        2.16522
          42112     1010010040        2.16522
          42112     1010020050        2.48775
         -31214          -2212              1
         -31214          -2112              1
         -31214          -3122              1
         -31214          -3222              1
         -31214          -3212              1
         -31214          -3112              1
         -31214          -2224              1
         -31214          -1114              1
         -31214          -2214              1
         -31214          -2114              1
         -31214          -3322              1
         -31214          -3312              1
         -31214          -3224              1
         -31214          -3214              1
         -31214          -3114              1
         -31214         -13122              1
         -31214         -12212              1
         -31214         -12112              1
         -31214          -3124              1
         -31214          -2124              1
         -31214          -1214              1
         -31214          -3324              1
         -31214         -22112              1
         -31214         -22212              1
         -31214          -3314              1
         -31214         -31114              1
         -31214         -32224              1
         -31214         -32214              1
         -31214         -32114              1
         -31214         -23122              1
         -31214          -2122              1
         -31214          -2222              1
         -31214          -1112              1
         -31214          -1212              1
         -31214         -32112              1
         -31214         -32212              1
         -31214         -13212              1
         -31214         -13112              1
         -31214         -13222              1
         -31214         -13214              1
         -31214         -13224              1
         -31214         -33122              1
         -31214         -13114              1
         -31214          -3334              1
         -31214          -2216              1
         -31214          -2116              1
         -31214         -12116              1
         -31214         -12216              1
         -31214         -23314              1
         -31214         -23324              1
         -31214         -13124              1
         -31214         -11114              1
         -31214         -12214              1
         -31214         -22124              1
         -31214         -12224              1
         -31214         -21214              1
         -31214         -12114              1
         -31214         -42212              1
         -31214         -42112              1
         -31214         -31214              1
         -31214         -32124              1
         -31214         -23222              1
         -31214         -23212              1
         -31214         -23112              1
         -31214          -3216              1
         -31214          -3116              1
         -31214          -3226              1
         -31214         -43122              1
         -31214         -53122              1
         -31214          -3126              1
         -31214         -13324              1
         -31214         -13314              1
         -31214         -13126              1
         -31214       -2111875              1
         -31214       -2211875              1
         -31214    -1000010020        1.44275
         -31214         -23124              1
         -31214       -2211900              1
         -31214       -2111900              1
         -31214          -1116              1
         -31214          -2126              1
         -31214          -2226              1
         -31214          -1216              1
         -31214         -22122              1
         -31214         -21112              1
         -31214         -21212              1
         -31214         -22222              1
         -31214         -13216              1
         -31214         -13226              1
         -31214         -13116              1
         -31214         -22114              1
         -31214         -22214              1
         -31214         -21114              1
         -31214         -22224              1
         -31214         -12226              1
         -31214         -11116              1
         -31214         -11216              1
         -31214         -12126              1
         -31214         -23214              1
         -31214         -23224              1
         -31214         -23114              1
         -31214          -2218              1
         -31214          -1118              1
         -31214          -2228              1
         -31214          -2118              1
         -31214         -33314              1
         -31214         -33324              1
         -31214          -3316              1
         -31214          -3326              1
         -31214          -3118              1
         -31214          -3218              1
         -31214          -3228              1
         -31214    -1010000020        1.44275
         -31214          -3128              1
         -31214         -23126              1
         -31214          -1218              1
         -31214          -2128              1
         -31214            -92              1
         -31214            -91              1
         -31214    -1020000020        1.44275
         -31214         -33214              1
         -31214         -33114              1
         -31214            -94              1
         -31214         -33224              1
         -31214            -93              1
         -31214         -13334              1
         -31214    -1010010020        1.44275
         -31214           -911              1
         -31214            -99              1
         -31214           -910              1
         -31214            -98              1
         -31214            -97              1
         -31214            -95              1
         -31214            -96              1
         -31214    -1000020030        1.82088
         -31214    -1000010030        1.82088
         -31214    -1010010030        1.82088
         -31214    -1000020040        2.16522
         -31214    -1010020040        2.16522
         -31214    -1010010040        2.16522
         -31214    -1010020050        2.48775
         -32124          -2212              1
         -32124          -2112              1
         -32124          -3122              1
         -32124          -3222              1
         -32124          -3212              1
         -32124          -3112              1
         -32124          -2224              1
         -32124          -1114              1
         -32124          -2214              1
         -32124          -2114              1
         -32124          -3322              1
         -32124          -3312              1
         -32124          -3224              1
         -32124          -3214              1
         -32124          -3114              1
         -32124         -13122              1
         -32124         -12212              1
         -32124         -12112              1
         -32124          -3124              1
         -32124          -2124              1
         -32124          -1214              1
         -32124          -3324              1
         -32124         -22112              1
         -32124         -22212              1
         -32124          -3314              1
         -32124         -31114              1
         -32124         -32224              1
         -32124         -32214              1
         -32124         -32114              1
         -32124         -23122              1
         -32124          -2122              1
         -32124          -2222              1
         -32124          -1112              1
         -32124          -1212              1
         -32124         -32112              1
         -32124         -32212              1
         -32124         -13212              1
         -32124         -13112              1
         -32124         -13222              1
         -32124         -13214              1
         -32124         -13224              1
         -32124         -33122              1
         -32124         -13114              1
         -32124          -3334              1
         -32124          -2216              1
         -32124          -2116              1
         -32124         -12116              1
         -32124         -12216              1
         -32124         -23314              1
         -32124         -23324              1
         -32124         -13124              1
         -32124         -11114              1
         -32124         -12214              1
         -32124         -22124              1
         -32124         -12224              1
         -32124         -21214              1
         -32124         -12114              1
         -32124         -42212              1
         -32124         -42112              1
         -32124         -31214              1
         -32124         -32124              1
         -32124         -23222              1
         -32124         -23212              1
         -32124         -23112              1
         -32124          -3216              1
         -32124          -3116              1
         -32124          -3226              1
         -32124         -43122              1
         -32124         -53122              1
         -32124          -3126              1
         -32124         -13324              1
         -32124         -13314              1
         -32124         -13126              1
         -32124       -2111875              1
         -32124       -2211875              1
