# List of the van dar Waals interaction parameters to be used in the QvdW-HRG model
# Only particle pairs with a non-zero QvdW interaction are listed here
# pdg_i pdg_j b_{ij}[fm^3] a_{ij}[GeV*fm^3]
 -3218 -12126 3.42 0.329
 -3218 -11216 3.42 0.329
 -3218 -11116 3.42 0.329
 -3218 -103316 3.42 0.329
 -3218 -9903334 3.42 0.329
 -3218 -203316 3.42 0.329
 -3218 -203326 3.42 0.329
 -3218 -3118 3.42 0.329
 -3218 -3228 3.42 0.329
 -3218 -3218 3.42 0.329
 -3218 -1010010020 3.28946 0
 -3218 -1010000020 3.28946 0
 -3218 -23126 3.42 0.329
 -3218 -9902116 3.42 0.329
 -3218 -9902216 3.42 0.329
 -3218 -9922212 3.42 0.329
 -3218 -3128 3.42 0.329
 -3218 -9922112 3.42 0.329
 -3218 -9922114 3.42 0.329
 -3218 -9922214 3.42 0.329
 -3218 -1218 3.42 0.329
 -3218 -2128 3.42 0.329
 -3218 -9901118 3.42 0.329
 -3218 -9901218 3.42 0.329
 -3218 -9902128 3.42 0.329
 -3218 -9902228 3.42 0.329
 -3218 -99022110 3.42 0.329
 -3218 -99021110 3.42 0.329
 -3218 -1020000020 3.28946 0
 -3218 -33224 3.42 0.329
 -3218 -1020010020 3.28946 0
 -3218 -33214 3.42 0.329
 -3218 -33114 3.42 0.329
 -3218 -203338 3.42 0.329
 -3218 -99121110 3.42 0.329
 -3218 -99122110 3.42 0.329
 -3218 -4122 3.42 0.329
 -3218 -99031210 3.42 0.329
 -3218 -99021212 3.42 0.329
 -3218 -99012112 3.42 0.329
 -3218 -99011112 3.42 0.329
 -3218 -99022212 3.42 0.329
 -3218 -4212 3.42 0.329
 -3218 -4112 3.42 0.329
 -3218 -4222 3.42 0.329
 -3218 -4232 3.42 0.329
 -3218 -4132 3.42 0.329
 -3218 -4214 3.42 0.329
 -3218 -4224 3.42 0.329
 -3218 -4114 3.42 0.329
 -3218 -4322 3.42 0.329
 -3218 -4312 3.42 0.329
 -3218 -14122 3.42 0.329
 -3218 -99022112 3.42 0.329
 -3218 -99021112 3.42 0.329
 -3218 -1030000020 3.28946 0
 -3218 -1040000020 3.28946 0
 -3218 -104122 3.42 0.329
 -3218 -4324 3.42 0.329
 -3218 -4314 3.42 0.329
 -3218 -4332 3.42 0.329
 -3218 -4334 3.42 0.329
 -3218 -104324 3.42 0.329
 -3218 -104314 3.42 0.329
 -3218 -1000020030 3.1137 0
 -3218 -1000010030 3.1137 0
 -3218 -104322 3.42 0.329
 -3218 -104312 3.42 0.329
 -3218 -204126 3.42 0.329
 -3218 -1010010030 3.1137 0
 -3218 -1000020040 2.96202 0
 -3218 -100002004001 2.96202 0
 -3218 -100002004002 2.96202 0
 -3218 -100002004003 2.96202 0
 -3218 -100002004004 2.96202 0
 -3218 -1000030040 2.96202 0
 -3218 -100002004005 2.96202 0
 -3218 -100003004001 2.96202 0
 -3218 -100002004006 2.96202 0
 -3218 -1000010040 2.96202 0
 -3218 -101001004001 2.96202 0
 -3218 -100002004007 2.96202 0
 -3218 -100003004002 2.96202 0
 -3218 -100002004008 2.96202 0
 -3218 -100003004003 2.96202 0
 -3218 -101001004002 2.96202 0
 -3218 -101001004003 2.96202 0
 -3218 -100002004009 2.96202 0
 -3218 -100002004010 2.96202 0
 -3218 -100002004011 2.96202 0
 -3218 -100002004012 2.96202 0
 -3218 -100002004013 2.96202 0
 -3218 -100002004014 2.96202 0
 -3218 -100002004015 2.96202 0
 -3218 -1010020040 2.96202 0
 -3218 -1010010040 2.96202 0
 -3218 -1000030050 2.83603 0
 -3218 -1000020050 2.83603 0
 -3218 -100003005001 2.83603 0
 -3218 -100002005001 2.83603 0
 -3218 -10000305002 2.83603 0
 -3218 -100002005002 2.83603 0
 -3218 -1000010050 2.83603 0
 -3218 -1010020050 2.83603 0
 -1010010020 -2212 6.57892 0
 -1010010020 -2112 6.57892 0
 -1010010020 -3122 6.57892 0
 -1010010020 -3222 6.57892 0
 -1010010020 -3212 6.57892 0
 -1010010020 -3112 6.57892 0
 -1010010020 -2114 6.57892 0
 -1010010020 -1114 6.57892 0
 -1010010020 -2224 6.57892 0
 -1010010020 -2214 6.57892 0
 -1010010020 -3322 6.57892 0
 -1010010020 -3312 6.57892 0
 -1010010020 -3224 6.57892 0
 -1010010020 -3214 6.57892 0
 -1010010020 -3114 6.57892 0
 -1010010020 -13122 6.57892 0
 -1010010020 -12112 6.57892 0
 -1010010020 -12212 6.57892 0
 -1010010020 -1214 6.57892 0
 -1010010020 -2124 6.57892 0
 -1010010020 -3124 6.57892 0
 -1010010020 -22112 6.57892 0
 -1010010020 -22212 6.57892 0
 -1010010020 -3324 6.57892 0
 -1010010020 -3314 6.57892 0
 -1010010020 -32114 6.57892 0
 -1010010020 -31114 6.57892 0
 -1010010020 -32224 6.57892 0
 -1010010020 -32214 6.57892 0
 -1010010020 -23122 6.57892 0
 -1010010020 -2222 6.57892 0
 -1010010020 -1112 6.57892 0
 -1010010020 -2122 6.57892 0
 -1010010020 -1212 6.57892 0
 -1010010020 -32212 6.57892 0
 -1010010020 -32112 6.57892 0
 -1010010020 -13212 6.57892 0
 -1010010020 -13112 6.57892 0
 -1010010020 -13222 6.57892 0
 -1010010020 -3334 6.57892 0
 -1010010020 -33122 6.57892 0
 -1010010020 -13114 6.57892 0
 -1010010020 -13224 6.57892 0
 -1010010020 -13214 6.57892 0
 -1010010020 -2116 6.57892 0
 -1010010020 -2216 6.57892 0
 -1010010020 -12116 6.57892 0
 -1010010020 -12216 6.57892 0
 -1010010020 -13124 6.57892 0
 -1010010020 -203322 6.57892 0
 -1010010020 -203312 6.57892 0
 -1010010020 -12114 6.57892 0
 -1010010020 -12214 6.57892 0
 -1010010020 -42112 6.57892 0
 -1010010020 -42212 6.57892 0
 -1010010020 -12224 6.57892 0
 -1010010020 -11114 6.57892 0
 -1010010020 -32124 6.57892 0
 -1010010020 -22124 6.57892 0
 -1010010020 -21214 6.57892 0
 -1010010020 -31214 6.57892 0
 -1010010020 -23212 6.57892 0
 -1010010020 -23112 6.57892 0
 -1010010020 -23222 6.57892 0
 -1010010020 -3116 6.57892 0
 -1010010020 -3216 6.57892 0
 -1010010020 -3226 6.57892 0
 -1010010020 -53122 6.57892 0
 -1010010020 -43122 6.57892 0
 -1010010020 -3126 6.57892 0
 -1010010020 -13314 6.57892 0
 -1010010020 -13324 6.57892 0
 -1010010020 -13126 6.57892 0
 -1010010020 -11212 6.57892 0
 -1010010020 -12122 6.57892 0
 -1010010020 -11112 6.57892 0
 -1010010020 -12222 6.57892 0
 -1010010020 -9902114 6.57892 0
 -1010010020 -9902214 6.57892 0
 -1010010020 -1000010020 6.84 0
 -1010010020 -2126 6.57892 0
 -1010010020 -9902112 6.57892 0
 -1010010020 -1216 6.57892 0
 -1010010020 -1116 6.57892 0
 -1010010020 -9902212 6.57892 0
 -1010010020 -2226 6.57892 0
 -1010010020 -23124 6.57892 0
 -1010010020 -9912112 6.57892 0
 -1010010020 -9912212 6.57892 0
 -1010010020 -22222 6.57892 0
 -1010010020 -21212 6.57892 0
 -1010010020 -21112 6.57892 0
 -1010010020 -22122 6.57892 0
 -1010010020 -23214 6.57892 0
 -1010010020 -23224 6.57892 0
 -1010010020 -23114 6.57892 0
 -1010010020 -13116 6.57892 0
 -1010010020 -13226 6.57892 0
 -1010010020 -13216 6.57892 0
 -1010010020 -21114 6.57892 0
 -1010010020 -22114 6.57892 0
 -1010010020 -22224 6.57892 0
 -1010010020 -9912214 6.57892 0
 -1010010020 -9912114 6.57892 0
 -1010010020 -22214 6.57892 0
 -1010010020 -2228 6.57892 0
 -1010010020 -2218 6.57892 0
 -1010010020 -2118 6.57892 0
 -1010010020 -1118 6.57892 0
 -1010010020 -103326 6.57892 0
 -1010010020 -12226 6.57892 0
 -1010010020 -12126 6.57892 0
 -1010010020 -11216 6.57892 0
 -1010010020 -11116 6.57892 0
 -1010010020 -103316 6.57892 0
 -1010010020 -9903334 6.57892 0
 -1010010020 -203316 6.57892 0
 -1010010020 -203326 6.57892 0
 -1010010020 -3118 6.57892 0
 -1010010020 -3228 6.57892 0
 -1010010020 -3218 6.57892 0
 -1010010020 -1010010020 6.84 0
 -1010010020 -1010000020 6.84 0
 -1010010020 -23126 6.57892 0
 -1010010020 -9902116 6.57892 0
 -1010010020 -9902216 6.57892 0
 -1010010020 -9922212 6.57892 0
 -1010010020 -3128 6.57892 0
 -1010010020 -9922112 6.57892 0
 -1010010020 -9922114 6.57892 0
 -1010010020 -9922214 6.57892 0
 -1010010020 -1218 6.57892 0
 -1010010020 -2128 6.57892 0
 -1010010020 -9901118 6.57892 0
 -1010010020 -9901218 6.57892 0
 -1010010020 -9902128 6.57892 0
 -1010010020 -9902228 6.57892 0
 -1010010020 -99022110 6.57892 0
 -1010010020 -99021110 6.57892 0
 -1010010020 -1020000020 6.84 0
 -1010010020 -33224 6.57892 0
 -1010010020 -1020010020 6.84 0
 -1010010020 -33214 6.57892 0
 -1010010020 -33114 6.57892 0
 -1010010020 -203338 6.57892 0
 -1010010020 -99121110 6.57892 0
 -1010010020 -99122110 6.57892 0
 -1010010020 -4122 6.57892 0
 -1010010020 -99031210 6.57892 0
 -1010010020 -99021212 6.57892 0
 -1010010020 -99012112 6.57892 0
 -1010010020 -99011112 6.57892 0
 -1010010020 -99022212 6.57892 0
 -1010010020 -4212 6.57892 0
 -1010010020 -4112 6.57892 0
 -1010010020 -4222 6.57892 0
 -1010010020 -4232 6.57892 0
 -1010010020 -4132 6.57892 0
 -1010010020 -4214 6.57892 0
 -1010010020 -4224 6.57892 0
 -1010010020 -4114 6.57892 0
 -1010010020 -4322 6.57892 0
 -1010010020 -4312 6.57892 0
 -1010010020 -14122 6.57892 0
 -1010010020 -99022112 6.57892 0
 -1010010020 -99021112 6.57892 0
 -1010010020 -1030000020 6.84 0
 -1010010020 -1040000020 6.84 0
 -1010010020 -104122 6.57892 0
 -1010010020 -4324 6.57892 0
 -1010010020 -4314 6.57892 0
 -1010010020 -4332 6.57892 0
 -1010010020 -4334 6.57892 0
 -1010010020 -104324 6.57892 0
 -1010010020 -104314 6.57892 0
 -1010010020 -1000020030 6.74783 0
 -1010010020 -1000010030 6.74783 0
 -1010010020 -104322 6.57892 0
 -1010010020 -104312 6.57892 0
 -1010010020 -204126 6.57892 0
 -1010010020 -1010010030 6.74783 0
 -1010010020 -1000020040 6.57892 0
 -1010010020 -100002004001 6.57892 0
 -1010010020 -100002004002 6.57892 0
 -1010010020 -100002004003 6.57892 0
 -1010010020 -100002004004 6.57892 0
 -1010010020 -1000030040 6.57892 0
 -1010010020 -100002004005 6.57892 0
 -1010010020 -100003004001 6.57892 0
 -1010010020 -100002004006 6.57892 0
 -1010010020 -1000010040 6.57892 0
 -1010010020 -101001004001 6.57892 0
 -1010010020 -100002004007 6.57892 0
 -1010010020 -100003004002 6.57892 0
 -1010010020 -100002004008 6.57892 0
 -1010010020 -100003004003 6.57892 0
 -1010010020 -101001004002 6.57892 0
 -1010010020 -101001004003 6.57892 0
 -1010010020 -100002004009 6.57892 0
 -1010010020 -100002004010 6.57892 0
 -1010010020 -100002004011 6.57892 0
 -1010010020 -100002004012 6.57892 0
 -1010010020 -100002004013 6.57892 0
 -1010010020 -100002004014 6.57892 0
 -1010010020 -100002004015 6.57892 0
 -1010010020 -1010020040 6.57892 0
 -1010010020 -1010010040 6.57892 0
 -1010010020 -1000030050 6.39915 0
 -1010010020 -1000020050 6.39915 0
 -1010010020 -100003005001 6.39915 0
 -1010010020 -100002005001 6.39915 0
 -1010010020 -10000305002 6.39915 0
 -1010010020 -100002005002 6.39915 0
 -1010010020 -1000010050 6.39915 0
 -1010010020 -1010020050 6.39915 0
 1010010020 2212 6.57892 0
 1010010020 2112 6.57892 0
 1010010020 3122 6.57892 0
 1010010020 3222 6.57892 0
 1010010020 3212 6.57892 0
 1010010020 3112 6.57892 0
 1010010020 2224 6.57892 0
 1010010020 2114 6.57892 0
 1010010020 1114 6.57892 0
 1010010020 2214 6.57892 0
 1010010020 3322 6.57892 0
 1010010020 3312 6.57892 0
 1010010020 3224 6.57892 0
 1010010020 3214 6.57892 0
 1010010020 3114 6.57892 0
 1010010020 13122 6.57892 0
 1010010020 12212 6.57892 0
 1010010020 12112 6.57892 0
 1010010020 2124 6.57892 0
 1010010020 1214 6.57892 0
 1010010020 3124 6.57892 0
 1010010020 22212 6.57892 0
 1010010020 22112 6.57892 0
 1010010020 3324 6.57892 0
 1010010020 3314 6.57892 0
 1010010020 32214 6.57892 0
 1010010020 31114 6.57892 0
 1010010020 32114 6.57892 0
 1010010020 32224 6.57892 0
 1010010020 23122 6.57892 0
 1010010020 2122 6.57892 0
 1010010020 1212 6.57892 0
 1010010020 2222 6.57892 0
 1010010020 1112 6.57892 0
 1010010020 32212 6.57892 0
 1010010020 32112 6.57892 0
 1010010020 13212 6.57892 0
 1010010020 13222 6.57892 0
 1010010020 13112 6.57892 0
 1010010020 3334 6.57892 0
 1010010020 33122 6.57892 0
 1010010020 2116 6.57892 0
 1010010020 13224 6.57892 0
 1010010020 13214 6.57892 0
 1010010020 13114 6.57892 0
 1010010020 2216 6.57892 0
 1010010020 12116 6.57892 0
 1010010020 12216 6.57892 0
 1010010020 203312 6.57892 0
 1010010020 203322 6.57892 0
 1010010020 13124 6.57892 0
 1010010020 12114 6.57892 0
 1010010020 12214 6.57892 0
 1010010020 12224 6.57892 0
 1010010020 42112 6.57892 0
 1010010020 42212 6.57892 0
 1010010020 11114 6.57892 0
 1010010020 32124 6.57892 0
 1010010020 31214 6.57892 0
 1010010020 22124 6.57892 0
 1010010020 21214 6.57892 0
 1010010020 23222 6.57892 0
 1010010020 23212 6.57892 0
 1010010020 23112 6.57892 0
 1010010020 3216 6.57892 0
 1010010020 3226 6.57892 0
 1010010020 3116 6.57892 0
 1010010020 53122 6.57892 0
 1010010020 43122 6.57892 0
 1010010020 3126 6.57892 0
 1010010020 13314 6.57892 0
 1010010020 13324 6.57892 0
 1010010020 13126 6.57892 0
 1010010020 12122 6.57892 0
 1010010020 12222 6.57892 0
 1010010020 11112 6.57892 0
 1010010020 11212 6.57892 0
 1010010020 9902114 6.57892 0
 1010010020 9902214 6.57892 0
 1010010020 1000010020 6.84 0
 1010010020 9902112 6.57892 0
 1010010020 2226 6.57892 0
 1010010020 9902212 6.57892 0
 1010010020 1216 6.57892 0
 1010010020 2126 6.57892 0
 1010010020 1116 6.57892 0
 1010010020 23124 6.57892 0
 1010010020 9912112 6.57892 0
 1010010020 9912212 6.57892 0
 1010010020 21112 6.57892 0
 1010010020 21212 6.57892 0
 1010010020 22122 6.57892 0
 1010010020 22222 6.57892 0
 1010010020 23224 6.57892 0
 1010010020 23114 6.57892 0
 1010010020 23214 6.57892 0
 1010010020 13116 6.57892 0
 1010010020 13216 6.57892 0
 1010010020 13226 6.57892 0
 1010010020 22114 6.57892 0
 1010010020 21114 6.57892 0
 1010010020 9912214 6.57892 0
 1010010020 9912114 6.57892 0
 1010010020 22224 6.57892 0
 1010010020 22214 6.57892 0
 1010010020 2228 6.57892 0
 1010010020 2218 6.57892 0
 1010010020 2118 6.57892 0
 1010010020 1118 6.57892 0
 1010010020 12226 6.57892 0
 1010010020 12126 6.57892 0
 1010010020 11216 6.57892 0
 1010010020 11116 6.57892 0
 1010010020 103316 6.57892 0
 1010010020 103326 6.57892 0
 1010010020 9903334 6.57892 0
 1010010020 203326 6.57892 0
 1010010020 203316 6.57892 0
 1010010020 3118 6.57892 0
 1010010020 3228 6.57892 0
 1010010020 3218 6.57892 0
 1010010020 1010010020 6.84 0
 1010010020 1010000020 6.84 0
 1010010020 23126 6.57892 0
 1010010020 9922212 6.57892 0
 1010010020 9902116 6.57892 0
 1010010020 9922112 6.57892 0
 1010010020 3128 6.57892 0
 1010010020 9902216 6.57892 0
 1010010020 9922214 6.57892 0
 1010010020 9922114 6.57892 0
 1010010020 1218 6.57892 0
 1010010020 2128 6.57892 0
 1010010020 9901118 6.57892 0
 1010010020 9901218 6.57892 0
 1010010020 9902128 6.57892 0
 1010010020 9902228 6.57892 0
 1010010020 99022110 6.57892 0
 1010010020 99021110 6.57892 0
 1010010020 1020000020 6.84 0
 1010010020 33224 6.57892 0
 1010010020 1020010020 6.84 0
 1010010020 33214 6.57892 0
 1010010020 33114 6.57892 0
 1010010020 203338 6.57892 0
 1010010020 99121110 6.57892 0
 1010010020 99122110 6.57892 0
 1010010020 4122 6.57892 0
 1010010020 99031210 6.57892 0
 1010010020 99011112 6.57892 0
 1010010020 99012112 6.57892 0
 1010010020 99022212 6.57892 0
 1010010020 99021212 6.57892 0
 1010010020 4212 6.57892 0
 1010010020 4112 6.57892 0
 1010010020 4222 6.57892 0
 1010010020 4232 6.57892 0
 1010010020 4132 6.57892 0
 1010010020 4214 6.57892 0
 1010010020 4224 6.57892 0
 1010010020 4114 6.57892 0
 1010010020 4322 6.57892 0
 1010010020 4312 6.57892 0
 1010010020 14122 6.57892 0
 1010010020 99021112 6.57892 0
 1010010020 99022112 6.57892 0
 1010010020 1030000020 6.84 0
 1010010020 1040000020 6.84 0
 1010010020 104122 6.57892 0
 1010010020 4324 6.57892 0
 1010010020 4314 6.57892 0
 1010010020 4332 6.57892 0
 1010010020 4334 6.57892 0
 1010010020 104324 6.57892 0
 1010010020 104314 6.57892 0
 1010010020 1000020030 6.74783 0
 1010010020 1000010030 6.74783 0
 1010010020 104322 6.57892 0
 1010010020 104312 6.57892 0
 1010010020 204126 6.57892 0
 1010010020 1010010030 6.74783 0
 1010010020 1000020040 6.57892 0
 1010010020 100002004001 6.57892 0
 1010010020 100002004002 6.57892 0
 1010010020 100002004003 6.57892 0
 1010010020 100002004004 6.57892 0
 1010010020 1000030040 6.57892 0
 1010010020 100002004005 6.57892 0
 1010010020 100003004001 6.57892 0
 1010010020 100002004006 6.57892 0
 1010010020 1000010040 6.57892 0
 1010010020 101001004001 6.57892 0
 1010010020 100002004007 6.57892 0
 1010010020 100003004002 6.57892 0
 1010010020 100002004008 6.57892 0
 1010010020 100003004003 6.57892 0
 1010010020 101001004002 6.57892 0
 1010010020 101001004003 6.57892 0
 1010010020 100002004009 6.57892 0
 1010010020 100002004010 6.57892 0
 1010010020 100002004011 6.57892 0
 1010010020 100002004012 6.57892 0
 1010010020 100002004013 6.57892 0
 1010010020 100002004014 6.57892 0
 1010010020 100002004015 6.57892 0
 1010010020 1010020040 6.57892 0
 1010010020 1010010040 6.57892 0
 1010010020 1000030050 6.39915 0
 1010010020 1000020050 6.39915 0
 1010010020 100003005001 6.39915 0
 1010010020 100002005001 6.39915 0
 1010010020 10000305002 6.39915 0
 1010010020 100002005002 6.39915 0
 1010010020 1000010050 6.39915 0
 1010010020 1010020050 6.39915 0
 1010000020 2212 6.57892 0
 1010000020 2112 6.57892 0
 1010000020 3122 6.57892 0
 1010000020 3222 6.57892 0
 1010000020 3212 6.57892 0
 1010000020 3112 6.57892 0
 1010000020 2224 6.57892 0
 1010000020 2114 6.57892 0
 1010000020 1114 6.57892 0
 1010000020 2214 6.57892 0
 1010000020 3322 6.57892 0
 1010000020 3312 6.57892 0
 1010000020 3224 6.57892 0
 1010000020 3214 6.57892 0
 1010000020 3114 6.57892 0
 1010000020 13122 6.57892 0
 1010000020 12212 6.57892 0
 1010000020 12112 6.57892 0
 1010000020 2124 6.57892 0
 1010000020 1214 6.57892 0
 1010000020 3124 6.57892 0
 1010000020 22212 6.57892 0
 1010000020 22112 6.57892 0
 1010000020 3324 6.57892 0
 1010000020 3314 6.57892 0
 1010000020 32214 6.57892 0
 1010000020 31114 6.57892 0
 1010000020 32114 6.57892 0
 1010000020 32224 6.57892 0
 1010000020 23122 6.57892 0
 1010000020 2122 6.57892 0
 1010000020 1212 6.57892 0
 1010000020 2222 6.57892 0
 1010000020 1112 6.57892 0
 1010000020 32212 6.57892 0
 1010000020 32112 6.57892 0
 1010000020 13212 6.57892 0
 1010000020 13222 6.57892 0
 1010000020 13112 6.57892 0
 1010000020 3334 6.57892 0
 1010000020 33122 6.57892 0
 1010000020 2116 6.57892 0
 1010000020 13224 6.57892 0
 1010000020 13214 6.57892 0
 1010000020 13114 6.57892 0
 1010000020 2216 6.57892 0
 1010000020 12116 6.57892 0
 1010000020 12216 6.57892 0
 1010000020 203312 6.57892 0
 1010000020 203322 6.57892 0
 1010000020 13124 6.57892 0
 1010000020 12114 6.57892 0
 1010000020 12214 6.57892 0
 1010000020 12224 6.57892 0
 1010000020 42112 6.57892 0
 1010000020 42212 6.57892 0
 1010000020 11114 6.57892 0
 1010000020 32124 6.57892 0
 1010000020 31214 6.57892 0
 1010000020 22124 6.57892 0
 1010000020 21214 6.57892 0
 1010000020 23222 6.57892 0
 1010000020 23212 6.57892 0
 1010000020 23112 6.57892 0
 1010000020 3216 6.57892 0
 1010000020 3226 6.57892 0
 1010000020 3116 6.57892 0
 1010000020 53122 6.57892 0
 1010000020 43122 6.57892 0
 1010000020 3126 6.57892 0
 1010000020 13314 6.57892 0
 1010000020 13324 6.57892 0
 1010000020 13126 6.57892 0
 1010000020 12122 6.57892 0
 1010000020 12222 6.57892 0
 1010000020 11112 6.57892 0
 1010000020 11212 6.57892 0
 1010000020 9902114 6.57892 0
 1010000020 9902214 6.57892 0
 1010000020 1000010020 6.84 0
 1010000020 9902112 6.57892 0
 1010000020 2226 6.57892 0
 1010000020 9902212 6.57892 0
 1010000020 1216 6.57892 0
 1010000020 2126 6.57892 0
 1010000020 1116 6.57892 0
 1010000020 23124 6.57892 0
 1010000020 9912112 6.57892 0
 1010000020 9912212 6.57892 0
 1010000020 21112 6.57892 0
 1010000020 21212 6.57892 0
 1010000020 22122 6.57892 0
 1010000020 22222 6.57892 0
 1010000020 23224 6.57892 0
 1010000020 23114 6.57892 0
 1010000020 23214 6.57892 0
 1010000020 13116 6.57892 0
 1010000020 13216 6.57892 0
 1010000020 13226 6.57892 0
 1010000020 22114 6.57892 0
 1010000020 21114 6.57892 0
 1010000020 9912214 6.57892 0
 1010000020 9912114 6.57892 0
 1010000020 22224 6.57892 0
 1010000020 22214 6.57892 0
 1010000020 2228 6.57892 0
 1010000020 2218 6.57892 0
 1010000020 2118 6.57892 0
 1010000020 1118 6.57892 0
 1010000020 12226 6.57892 0
 1010000020 12126 6.57892 0
 1010000020 11216 6.57892 0
 1010000020 11116 6.57892 0
 1010000020 103316 6.57892 0
 1010000020 103326 6.57892 0
 1010000020 9903334 6.57892 0
 1010000020 203326 6.57892 0
 1010000020 203316 6.57892 0
 1010000020 3118 6.57892 0
 1010000020 3228 6.57892 0
 1010000020 3218 6.57892 0
 1010000020 1010010020 6.84 0
 1010000020 1010000020 6.84 0
 1010000020 23126 6.57892 0
 1010000020 9922212 6.57892 0
 1010000020 9902116 6.57892 0
 1010000020 9922112 6.57892 0
 1010000020 3128 6.57892 0
 1010000020 9902216 6.57892 0
 1010000020 9922214 6.57892 0
 1010000020 9922114 6.57892 0
 1010000020 1218 6.57892 0
 1010000020 2128 6.57892 0
 1010000020 9901118 6.57892 0
 1010000020 9901218 6.57892 0
 1010000020 9902128 6.57892 0
 1010000020 9902228 6.57892 0
 1010000020 99022110 6.57892 0
 1010000020 99021110 6.57892 0
 1010000020 1020000020 6.84 0
 1010000020 33224 6.57892 0
 1010000020 1020010020 6.84 0
 1010000020 33214 6.57892 0
 1010000020 33114 6.57892 0
 1010000020 203338 6.57892 0
 1010000020 99121110 6.57892 0
 1010000020 99122110 6.57892 0
 1010000020 4122 6.57892 0
 1010000020 99031210 6.57892 0
 1010000020 99011112 6.57892 0
 1010000020 99012112 6.57892 0
 1010000020 99022212 6.57892 0
 1010000020 99021212 6.57892 0
 1010000020 4212 6.57892 0
 1010000020 4112 6.57892 0
 1010000020 4222 6.57892 0
 1010000020 4232 6.57892 0
 1010000020 4132 6.57892 0
 1010000020 4214 6.57892 0
 1010000020 4224 6.57892 0
 1010000020 4114 6.57892 0
 1010000020 4322 6.57892 0
 1010000020 4312 6.57892 0
 1010000020 14122 6.57892 0
 1010000020 99021112 6.57892 0
 1010000020 99022112 6.57892 0
 1010000020 1030000020 6.84 0
 1010000020 1040000020 6.84 0
 1010000020 104122 6.57892 0
 1010000020 4324 6.57892 0
 1010000020 4314 6.57892 0
 1010000020 4332 6.57892 0
 1010000020 4334 6.57892 0
 1010000020 104324 6.57892 0
 1010000020 104314 6.57892 0
 1010000020 1000020030 6.74783 0
 1010000020 1000010030 6.74783 0
 1010000020 104322 6.57892 0
 1010000020 104312 6.57892 0
 1010000020 204126 6.57892 0
 1010000020 1010010030 6.74783 0
 1010000020 1000020040 6.57892 0
 1010000020 100002004001 6.57892 0
 1010000020 100002004002 6.57892 0
 1010000020 100002004003 6.57892 0
 1010000020 100002004004 6.57892 0
 1010000020 1000030040 6.57892 0
 1010000020 100002004005 6.57892 0
 1010000020 100003004001 6.57892 0
 1010000020 100002004006 6.57892 0
 1010000020 1000010040 6.57892 0
 1010000020 101001004001 6.57892 0
 1010000020 100002004007 6.57892 0
 1010000020 100003004002 6.57892 0
 1010000020 100002004008 6.57892 0
 1010000020 100003004003 6.57892 0
 1010000020 101001004002 6.57892 0
 1010000020 101001004003 6.57892 0
 1010000020 100002004009 6.57892 0
 1010000020 100002004010 6.57892 0
 1010000020 100002004011 6.57892 0
 1010000020 100002004012 6.57892 0
 1010000020 100002004013 6.57892 0
 1010000020 100002004014 6.57892 0
 1010000020 100002004015 6.57892 0
 1010000020 1010020040 6.57892 0
 1010000020 1010010040 6.57892 0
 1010000020 1000030050 6.39915 0
 1010000020 1000020050 6.39915 0
 1010000020 100003005001 6.39915 0
 1010000020 100002005001 6.39915 0
 1010000020 10000305002 6.39915 0
 1010000020 100002005002 6.39915 0
 1010000020 1000010050 6.39915 0
 1010000020 1010020050 6.39915 0
 -1010000020 -2212 6.57892 0
 -1010000020 -2112 6.57892 0
 -1010000020 -3122 6.57892 0
 -1010000020 -3222 6.57892 0
 -1010000020 -3212 6.57892 0
 -1010000020 -3112 6.57892 0
 -1010000020 -2114 6.57892 0
 -1010000020 -1114 6.57892 0
 -1010000020 -2224 6.57892 0
 -1010000020 -2214 6.57892 0
 -1010000020 -3322 6.57892 0
 -1010000020 -3312 6.57892 0
 -1010000020 -3224 6.57892 0
 -1010000020 -3214 6.57892 0
 -1010000020 -3114 6.57892 0
 -1010000020 -13122 6.57892 0
 -1010000020 -12112 6.57892 0
 -1010000020 -12212 6.57892 0
 -1010000020 -1214 6.57892 0
 -1010000020 -2124 6.57892 0
 -1010000020 -3124 6.57892 0
 -1010000020 -22112 6.57892 0
 -1010000020 -22212 6.57892 0
 -1010000020 -3324 6.57892 0
 -1010000020 -3314 6.57892 0
 -1010000020 -32114 6.57892 0
 -1010000020 -31114 6.57892 0
 -1010000020 -32224 6.57892 0
 -1010000020 -32214 6.57892 0
 -1010000020 -23122 6.57892 0
 -1010000020 -2222 6.57892 0
 -1010000020 -1112 6.57892 0
 -1010000020 -2122 6.57892 0
 -1010000020 -1212 6.57892 0
 -1010000020 -32212 6.57892 0
 -1010000020 -32112 6.57892 0
 -1010000020 -13212 6.57892 0
 -1010000020 -13112 6.57892 0
 -1010000020 -13222 6.57892 0
 -1010000020 -3334 6.57892 0
 -1010000020 -33122 6.57892 0
 -1010000020 -13114 6.57892 0
 -1010000020 -13224 6.57892 0
 -1010000020 -13214 6.57892 0
 -1010000020 -2116 6.57892 0
 -1010000020 -2216 6.57892 0
 -1010000020 -12116 6.57892 0
 -1010000020 -12216 6.57892 0
 -1010000020 -13124 6.57892 0
 -1010000020 -203322 6.57892 0
 -1010000020 -203312 6.57892 0
 -1010000020 -12114 6.57892 0
 -1010000020 -12214 6.57892 0
 -1010000020 -42112 6.57892 0
